filename	read_id	run_id	channel	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	num_called_template	sequence_length_template	mean_qscore_template	strand_score_template	calibration_strand_genome_template	calibration_strand_identity_template	calibration_strand_accuracy_template	aligned_speed_bps_template	barcode_arrangement	barcode_score	barcode_full_arrangement	front_score	rear_score	front_begin_index	front_foundseq_length	rear_end_index	rear_foundseq_length	kit	variant
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_25595_ch_334_strand.fast5	5ae8c11a-cf72-41cd-aebc-028ff00b780d	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	334	7540.9215	3.90375	3123	True	0.0	3123	3.90375	3123	1594	8.476	-0.0017	filtered_out	-1.0	-1.0	0.0	barcode05	75.45098114013672	RAB05_var1	75.45098114013672	58.35293960571289	57	51	0	45	RAB	var1
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_25688_ch_438_strand.fast5	c7ca597f-d02b-40af-beb0-2172a884de2d	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	438	10485.68725	3.53125	2825	False	0.0	2825	3.53125	2825	1501	6.519	-0.0018	filtered_out	-1.0	-1.0	0.0	unclassified	54.70588302612305	RAB09_var2	54.70588302612305	50.94117736816406	65	54	3	46	RAB	var2
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_25709_ch_236_strand.fast5	c22db354-3902-47ec-9858-2dd583163762	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	236	9166.8185	1.14675	884	True	0.041	884	1.10575	884	531	8.948	-0.0016	filtered_out	-1.0	-1.0	0.0	barcode07	73.49019622802734	RAB07_var1	73.49019622802734	13.29411792755127	58	55	66	39	RAB	var1
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_25778_ch_51_strand.fast5	55feb61a-f7fd-4ee4-b8b4-e120bb6e77f1	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	51	11199.47425	3.512	2755	True	0.0675	2755	3.4445	2755	1588	8.571	-0.0017	filtered_out	-1.0	-1.0	0.0	barcode10	86.66666412353516	RAB10_var2	81.2549057006836	86.66666412353516	50	51	0	51	RAB	var2
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_2578_ch_43_strand.fast5	68fc5a9a-766b-4afa-919f-6f6e0b3692b3	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	43	652.68575	1.16075	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_25838_ch_302_strand.fast5	8419467f-a892-496f-b382-9bff7bcfcb04	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	302	9462.989	1.18625	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_25857_ch_472_strand.fast5	6ba03aaf-3aa4-47c6-b428-4d9fc1a8b2b0	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	472	10378.29125	2.2735	1769	True	0.062	1769	2.2115	1769	1032	8.183	-0.0015	filtered_out	-1.0	-1.0	0.0	barcode07	89.37255096435547	RAB07_var2	89.37255096435547	25.41176414489746	55	50	91	39	RAB	var2
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_25860_ch_3_strand.fast5	481c2fad-9e9a-4a67-b20d-08de722debd1	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	3	10748.305	2.24875	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_25862_ch_439_strand.fast5	fc84507d-8375-4191-af12-928a11f95ba9	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	439	10552.43875	3.775	3020	True	0.0	3020	3.775	3020	1564	8.274	-0.0022	filtered_out	-1.0	-1.0	0.0	barcode01	69.7254867553711	RAB01_var2	69.7254867553711	57.17647171020508	71	47	0	55	RAB	var2
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_25870_ch_354_strand.fast5	78e814b7-bae6-4996-9efb-c0b6d7f99c96	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	354	9318.352	3.38175	2651	True	0.068	2651	3.31375	2651	1574	8.339	-0.0019	filtered_out	-1.0	-1.0	0.0	barcode05	74.50980377197266	RAB05_var2	74.50980377197266	61.72549057006836	50	57	2	46	RAB	var2
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_25936_ch_310_strand.fast5	f393066e-a3a7-4e4e-a933-f167e5e75b9d	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	310	8056.591	3.51325	2770	True	0.05075	2770	3.4625	2770	1560	9.022	-0.0014	filtered_out	-1.0	-1.0	0.0	barcode10	72.86274719238281	RAB10_var2	72.86274719238281	29.921567916870117	57	50	0	30	RAB	var2
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_25951_ch_192_strand.fast5	db8f3ba2-dedd-40d3-8d29-c015f04f4cd0	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	192	11848.80375	2.42175	1865	True	0.0895	1865	2.33225	1865	1055	9.744	-0.0017	filtered_out	-1.0	-1.0	0.0	barcode06	90.19607543945312	RAB06_var2	90.19607543945312	16.47058868408203	44	50	65	40	RAB	var2
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_2614_ch_368_strand.fast5	afbe7921-7141-4c19-9b93-4b09c31f53cb	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	368	563.6835	1.75425	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_26158_ch_208_strand.fast5	7a82cb40-2b97-4ad1-bca5-5da803786deb	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	208	8015.85375	1.03475	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_26171_ch_279_strand.fast5	181a9542-9e73-4351-a01c-a2096124c72b	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	279	7569.34325	1.05125	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_26185_ch_164_strand.fast5	520d42ac-47c3-44be-8275-fe7ac72c9a36	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	164	29468.6035	4.49625	3585	True	0.01475	3585	4.4815	3585	1424	10.086	-0.0017	filtered_out	-1.0	-1.0	0.0	barcode10	67.21568298339844	RAB10_var2	31.60784339904785	67.21568298339844	41	39	1	48	RAB	var2
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_2631_ch_376_strand.fast5	751c7b07-c038-45cc-a46b-357451165ab1	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	376	849.63325	1.52975	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_26350_ch_152_strand.fast5	6a3a0079-04b6-4d9f-ab19-c7d1dcfc0003	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	152	7589.12325	1.427	1119	False	0.02775	1119	1.39925	1119	607	6.81	-0.0027	filtered_out	-1.0	-1.0	0.0	barcode06	72.39215850830078	RAB06_var1	72.39215850830078	8.901960372924805	47	46	43	46	RAB	var1
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_26367_ch_106_strand.fast5	539740fb-f00c-4405-b368-ded6f6e52fbb	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	106	11814.64475	3.68575	2901	True	0.0585	2901	3.62725	2901	1623	10.27	-0.0016	filtered_out	-1.0	-1.0	0.0	barcode11	90.1568603515625	RAB11_var2	90.1568603515625	90.03921508789062	54	50	2	50	RAB	var2
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_26430_ch_109_strand.fast5	1b23eace-9914-47a8-ad14-8ada50bceef3	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	109	15341.938	1.29575	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_26513_ch_389_strand.fast5	cdc67fc8-9a60-4684-b90e-973c83d0318a	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	389	8283.224	1.95525	1450	True	0.14225	1450	1.813	1450	790	8.822	-0.0021	filtered_out	-1.0	-1.0	0.0	barcode06	89.4117660522461	RAB06_var1	89.4117660522461	15.019607543945312	50	52	78	42	RAB	var1
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_26532_ch_261_strand.fast5	1452ec47-23fc-44e7-96e9-5fe725be1688	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	261	7747.011	4.0415	3069	True	0.20475	3069	3.83675	3069	1622	10.717	-0.0013	filtered_out	-1.0	-1.0	0.0	barcode09	75.09803771972656	RAB09_var1	75.09803771972656	66.86274719238281	51	51	1	50	RAB	var1
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_26556_ch_175_strand.fast5	f573ee16-f675-4339-896e-24cf8a886aef	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	175	7013.7185	5.56075	4448	False	0.0	4448	5.56075	4448	1249	4.307	-0.0016	filtered_out	-1.0	-1.0	0.0	unclassified	36.66666793823242	RLB09	36.66666793823242	19.843137741088867	21	41	26	37	RLB	n/a
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_26570_ch_184_strand.fast5	07d6e0ba-564b-4112-ab93-572c6a2ea921	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	184	35002.783	5.17975	4106	True	0.04675	4106	5.133	4106	1630	9.411	-0.0019	filtered_out	-1.0	-1.0	0.0	barcode01	69.4117660522461	RAB01_var1	69.4117660522461	62.117645263671875	50	51	2	53	RAB	var1
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_26579_ch_12_strand.fast5	381d94df-12e8-4dbc-a6f8-350d6e6a7b4d	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	12	13442.62925	1.0465	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_26608_ch_297_strand.fast5	febdc402-25b2-4f4a-9909-23c422edc778	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	297	13139.666	1.265	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_26675_ch_256_strand.fast5	0c438c25-cc8b-4739-a36d-777c2db853e9	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	256	9416.89675	1.0865	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_26691_ch_164_strand.fast5	84926d5b-cd83-432e-b641-3db97b8ad216	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	164	29615.80025	3.9505	3089	True	0.08875	3089	3.86175	3089	1430	8.586	-0.0015	filtered_out	-1.0	-1.0	0.0	unclassified	35.29999923706055	BC41_var2	35.29999923706055	10.372880935668945	29	35	47	58	BC	var2
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_26710_ch_51_strand.fast5	4cb9c490-986d-4c37-8ae9-b8a6c0ab8e14	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	51	11411.1505	1.27	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_26757_ch_439_strand.fast5	c10b1356-fbe0-4ad8-b864-18603a632d5d	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	439	10956.023	1.14725	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_26815_ch_478_strand.fast5	fee9b521-959a-4091-9fde-da18bf8f5477	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	478	11291.61275	3.6285	2791	True	0.13875	2791	3.48975	2791	1567	9.643	-0.0018	filtered_out	-1.0	-1.0	0.0	barcode07	87.64705657958984	RAB07_var2	87.64705657958984	67.17646789550781	49	49	2	48	RAB	var2
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_2682_ch_280_strand.fast5	f16549f7-b922-401c-8770-bb1b116d4e7f	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	280	1653.7775	1.06475	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_2684_ch_96_strand.fast5	efb647b7-d8e5-414b-9670-fbaa73f57caf	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	96	675.46925	1.2605	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_26864_ch_176_strand.fast5	e07a936c-4168-48df-8612-514416d1fcbe	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	176	10303.80325	4.32925	3446	True	0.0215	3446	4.30775	3446	1566	8.902	-0.0022	filtered_out	-1.0	-1.0	0.0	barcode05	86.66666412353516	RAB05_var1	86.66666412353516	70.0	47	53	1	45	RAB	var1
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_26977_ch_31_strand.fast5	255ae603-f55a-4173-a05e-4c00e2fcde28	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	31	9375.6045	1.02475	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_27004_ch_44_strand.fast5	c2f359f8-b373-46d6-9d62-9a88ec3cdadb	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	44	20491.8965	2.71325	2137	True	0.04175	2137	2.6715	2137	1300	7.482	-0.0016	filtered_out	-1.0	-1.0	0.0	barcode07	63.80392074584961	RAB07_var2	63.80392074584961	17.215686798095703	45	51	75	36	RAB	var2
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_27006_ch_59_strand.fast5	e3798f01-a4c9-4894-9142-d93f91378d39	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	59	10442.78875	2.36925	1799	True	0.1195	1799	2.24975	1799	957	10.004	-0.0017	filtered_out	-1.0	-1.0	0.0	barcode07	90.03921508789062	RAB07_var1	90.03921508789062	18.627450942993164	55	50	8	37	RAB	var1
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_27027_ch_16_strand.fast5	8f4d48ee-91c4-4d6c-a094-eb1a725bcbbc	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	16	8881.0685	1.173	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_27034_ch_428_strand.fast5	447015d3-ed1f-41e1-9bbd-5136b1c9aa09	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	428	28158.61	1.21675	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_27058_ch_359_strand.fast5	08c479c4-2335-4d52-b09f-45334829011b	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	359	9407.23525	3.47925	2783	True	0.0	2783	3.47925	2783	1595	8.427	-0.0011	filtered_out	-1.0	-1.0	0.0	barcode01	69.64705657958984	RAB01_var2	69.64705657958984	68.23529052734375	62	53	10	44	RAB	var2
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_27068_ch_428_strand.fast5	2a1bc123-5646-4758-a812-3e6a6df1f826	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	428	28190.58025	1.13325	906	False	0.0	906	1.13325	906	49	3.137	-0.003	filtered_out	-1.0	-1.0	0.0	unclassified	35.487178802490234	NB11_var2	3.066666603088379	35.487178802490234	11	27	5	28	NB	var2
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_27082_ch_428_strand.fast5	48043c6a-6f85-45d0-b46b-224bc9f035bb	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	428	28208.4905	1.405	1124	False	0.0	1124	1.405	1124	83	3.388	-0.0026	filtered_out	-1.0	-1.0	0.0	unclassified	26.941177368164062	RAB07_var1	26.941177368164062	8.235294342041016	58	31	1	35	RAB	var1
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_27135_ch_118_strand.fast5	04e4f5b3-6d86-4eee-89cb-002768dec9a7	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	118	9103.16175	1.141	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_27139_ch_428_strand.fast5	eb65a643-b60f-4d17-8181-182b205b903e	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	428	28278.8295	3.556	2844	False	0.0	2844	3.556	2844	167	3.222	-0.0013	filtered_out	-1.0	-1.0	0.0	unclassified	30.037734985351562	LWB09_var2	28.943395614624023	30.037734985351562	41	31	39	29	LBW	var2
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_27174_ch_181_strand.fast5	4aee8d09-5bb7-4014-8c68-f3edbd2513f2	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	181	9006.9915	1.3155	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_27248_ch_299_strand.fast5	58c5bd68-a17b-4d5d-be75-43bc2e353823	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	299	11450.39375	1.331	1023	False	0.0515	1023	1.2795	1023	15	2.424	-0.0035	filtered_out	-1.0	-1.0	0.0	unclassified	20.66666603088379	NB09_var2	20.66666603088379	15.435897827148438	0	24	3	18	NB	var2
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_27253_ch_214_strand.fast5	33155a14-e9df-4315-b31b-99109188476f	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	214	8290.59725	3.30725	2614	False	0.0395	2614	3.26775	2614	1528	6.549	-0.0013	filtered_out	-1.0	-1.0	0.0	barcode01	79.13725280761719	RAB01_var1	54.39215850830078	79.13725280761719	42	50	2	46	RAB	var1
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_27268_ch_206_strand.fast5	bf93d263-64e8-465d-a70a-ff6d004d1bf2	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	206	7456.9365	1.47025	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_27347_ch_166_strand.fast5	13446589-db33-4de4-b44d-253851c2313f	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	166	11145.144	2.6745	2130	True	0.0115	2130	2.663	2130	1162	9.304	-0.0016	filtered_out	-1.0	-1.0	0.0	unclassified	52.35293960571289	RAB01_var2	6.43137264251709	52.35293960571289	32	56	3	51	RAB	var2
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_27396_ch_382_strand.fast5	53480b1c-c68a-4d85-b058-7b40f8d00136	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	382	15516.619	1.11625	893	True	0.0	893	1.11625	893	464	8.402	-0.0014	filtered_out	-1.0	-1.0	0.0	barcode11	70.11764526367188	RAB11_var2	70.11764526367188	13.647058486938477	53	49	100	39	RAB	var2
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_27404_ch_55_strand.fast5	0ab72aa3-ca7c-441f-a8fb-bc6a6e041462	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	55	37058.986	3.939	3046	True	0.1315	3046	3.8075	3046	1554	9.825	-0.0018	filtered_out	-1.0	-1.0	0.0	barcode04	81.80392456054688	RAB04_var2	81.80392456054688	73.13725280761719	49	49	0	46	RAB	var2
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_27523_ch_181_strand.fast5	da03669d-0106-4750-82ff-34440bb2347a	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	181	9127.99375	3.77225	3017	True	0.0	3017	3.77225	3017	1565	10.078	-0.0014	filtered_out	-1.0	-1.0	0.0	barcode05	86.11764526367188	RAB05_var2	84.35294342041016	86.11764526367188	69	52	4	53	RAB	var2
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_27688_ch_263_strand.fast5	a84a582e-a06a-4f25-b079-539c56faa7b6	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	263	8812.06125	1.059	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_27731_ch_241_strand.fast5	952fb579-b073-46d6-b203-25c805fc5691	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	241	19687.29775	3.28225	2625	False	0.0	2625	3.28225	2625	840	5.455	-0.0019	filtered_out	-1.0	-1.0	0.0	unclassified	31.811321258544922	LWB09_var1	31.811321258544922	14.45283031463623	1	36	22	38	LBW	var1
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_27803_ch_296_strand.fast5	1418ae9c-7921-4b57-9edd-dfd539c2d82c	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	296	10123.0025	3.74225	2972	True	0.0265	2972	3.71575	2972	1597	8.803	-0.0018	filtered_out	-1.0	-1.0	0.0	barcode02	78.11764526367188	RAB02_var1	58.6274528503418	78.11764526367188	54	45	3	50	RAB	var1
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_2780_ch_468_strand.fast5	ed58f4e0-1007-4e4a-b315-2adc21abad58	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	468	817.213	1.155	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_27813_ch_166_strand.fast5	f4e33eca-c736-42f7-ae0d-b7bd1bd2d8e9	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	166	11305.464	4.0055	2946	True	0.323	2946	3.6825	2946	1588	9.446	-0.0024	filtered_out	-1.0	-1.0	0.0	barcode06	86.86274719238281	RAB06_var1	86.86274719238281	78.47058868408203	46	51	0	50	RAB	var1
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_2792_ch_388_strand.fast5	d03d776a-4950-4ebd-a1d2-9a807f3b2661	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	388	547.791	1.28325	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_27945_ch_159_strand.fast5	dd455e0f-acd5-41fd-afe8-2d4fcfa356ca	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	159	10354.4525	4.464	3571	False	0.0	3571	4.464	3571	664	3.394	-0.0017	filtered_out	-1.0	-1.0	0.0	unclassified	44.1016960144043	BC46_var1	44.1016960144043	12.600000381469727	33	42	78	40	BC	var1
BD105_CAMERA_20180227_FAH41071_MN23500_sequencing_run_PoreVita_carpediem_73813_read_27979_ch_127_strand.fast5	83b8ad52-8aac-4e3c-bf81-2b874e91c4a1	edfbe5325b8f6b56bde829ec3b7e2d1af7c1f899	127	6597.181	1.30775	0	False	0.0	0	0.0	0	0	0.0	0.0	no_match	-1.0	-1.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
